existing_id,existing_title,territory,decision,resolved_live_id,verification_status,official_source,canonical_action
bdb43852-bc40-54f1-b239-5a3305408ffa,CNRS Images — Scientific and Environmental Documentary,France,CORRECT_SUSPEND,bdb43852-bc40-54f1-b239-5a3305408ffa,VERIFIED_CURRENT,https://images.cnrs.fr/subventions-productions-de-films,Keep identity for history but make non-matchable while support commission is suspended.
e59b8d24-c6b9-5542-8c3b-6fbc2d9f950c,Netherlands Film Fund — Feature Film Production,Netherlands,SPLIT_REPLACE,e59b8d24-c6b9-5542-8c3b-6fbc2d9f950c,VERIFIED_CURRENT,https://www.filmfonds.nl/en/funding/feature-film,Replace generic production row with current Film Fund feature-film realization schemes; keep Production Incentive in Incentive Engine only.
689de546-c297-52db-a044-719db6fcaeeb,Hubert Bals Fund — IDFAcademy,Global,ARCHIVE_RECLASSIFY,689de546-c297-52db-a044-719db6fcaeeb,VERIFIED_CURRENT,https://iffr.com/en/hubert-bals-fund/funding-schemes; https://professionals.idfa.nl/training-funding/idfacademy/,"Archive combined/misnamed row; HBF schemes are already split under IFFR, while IDFAcademy belongs Labs/Training."
835bb23f-8d72-5b2c-a1ed-a4094b1a71bf,Hamburg Film Fund (HFF / MFG / FFF Bayern),Germany,ARCHIVE_SPLIT,835bb23f-8d72-5b2c-a1ed-a4094b1a71bf,STRUCTURAL_VERIFIED,https://moin-filmfoerderung.de/; https://film.mfg.de/; https://www.fff-bayern.de/,Archive combined row and replace with separate regional film-fund records after fund-specific verification.
e95f73c4-886a-5bd2-b639-05d15377d6c2,Tribeca Film Institute — Reframe Grants,United States,ARCHIVE_RECLASSIFY,e95f73c4-886a-5bd2-b639-05d15377d6c2,NEEDS_CURRENT_PROGRAMME_REPLACEMENT,https://tribecafilm.com/,Remove from current grant pool; TFI no longer operates as the former grant-giving institute and ReFrame is not a universal Tribeca film-production grant.
bfbf04d8-042e-5644-8b36-9e0e7250a2df,Africa International Film Festival (AFRIFF) — Short Film Fund,Nigeria/Africa,NEEDS_REVIEW_NONMATCHABLE,bfbf04d8-042e-5644-8b36-9e0e7250a2df,NEEDS_REVIEW,https://afriff.com/,"Keep identity only until a current official AFRIFF grant call, amount and eligibility can be substantiated."
dd89d939-8cb0-5685-9b8e-e4450fd9ba6d,Cine Foundation International — Production Grant,Global,ARCHIVE,dd89d939-8cb0-5685-9b8e-e4450fd9ba6d,ARCHIVED_UNVERIFIED,,Remove from current-match pool; no current official film-fund programme supporting the seeded universal grant was substantiated.
62bdc69f-4725-5892-bd3b-7f5b05d07386,NFDC — National Film Development Corporation India — Production Grant,India,NEEDS_REVIEW_NONMATCHABLE,62bdc69f-4725-5892-bd3b-7f5b05d07386,NEEDS_REVIEW,https://www.nfdcindia.com/,Suppress generic production-grant row pending verification of a current NFDC direct-production scheme/call with executable eligibility.
753c4b82-1e7c-5098-88ac-e95d64648614,RAI Cinema — Co-Production Fund,Italy,CORRECT_RECLASSIFY_NEEDS_TERMS,753c4b82-1e7c-5098-88ac-e95d64648614,PARTIALLY_VERIFIED,https://www.raicinema.it/,"Treat as broadcaster/co-production investment opportunity, not a public grant; suppress fixed award cap until current commissioning/investment terms are verified."
fd7c24f2-370d-5f45-bce9-928daf67aa37,CNC Romania — Development and Short Film,Romania,NEEDS_REVIEW_NONMATCHABLE,fd7c24f2-370d-5f45-bce9-928daf67aa37,NEEDS_REVIEW,https://cnc.gov.ro/,"Retain identity but suppress from paid matching until current call-level rules, amounts and deadlines are verified."
6a23f8a0-b8cb-53fa-a7cb-98b7af336c66,Scottish Film Talent Network,United Kingdom / Scotland,ARCHIVE_REPLACE,6a23f8a0-b8cb-53fa-a7cb-98b7af336c66,VERIFIED_ARCHIVED,https://www.screen.scot/skills-and-talent/talent-development/scottish-film-talent-network; https://www.screen.scot/skills-and-talent/talent-development/talent-builder,Archive SFTN as closed legacy programme and replace with current Screen Scotland Talent Builder opportunities.
